"","CODE","COUNTRY","SUB.CHAPTER","TITLE","UNIT","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X"
"11","DEU.1.0.0.0.NPTD","Germany","01 Population","Total population (National accounts) ","1000 persons",72777.683,73340.128,73987.949,74676.166,75279.841,75924.87,76561.16,76912.006,77254.808,77869.862,78129.336,78272.816,78648.233,78896.321,78927.072,78633.344,78296.911,78119.866,78051.907,78086.419,78248.562,78367.832,78293.329,78088.35,77818.891,77645.168,77680.712,77800.136,78104.678,78711.033,79392.43,79973,80500,80946,81147,81308,81466,81510,81446,81422,81457,81517,81578,81549,81456,81337,81173,80992,80764,80483,80284,80275,80426,80646,80983,81687,82487.84,83149.725,"83540.956                                                                                                                                                                                                                                       ",NA
"12","D_W.1.0.0.0.NPTD","West Germany","01 Population","Total population (National accounts) ","1000 persons",55433,56185,56837,57389,57971,58619,59148,59286,59500,60067,60651,61284,61672,61976,62054,61829,61531,61400,61326,61359,61566,61682,61638,61423,61175,61024,61066,61077,61449,62063,63253,64074,64865,65535,65858,67458,67744,66648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA                                                                                                                                                                                                                                                                                                                                                                                     ",NA
"13","EST.1.0.0.0.NPTD","Estonia","01 Population","Total population (National accounts) ","1000 persons",1221.207,1234.854,1251.533,1268.905,1287.279,1304.899,1319.041,1329.473,1341.839,1355.986,1370.931,1387.945,1403.632,1417.173,1429.488,1440.76,1451.066,1461.786,1471.843,1480.053,1489.009,1499.54,1510.374,1520.787,1530.737,1540.983,1552.483,1564.61,1574.366,1580.647,1581.698,1573.775,1545.327,1506.053,1474.187,1448.1,1425.2,1406,1393.1,1379.2,1401.3,1392.7,1383.5,1375.2,1366.3,1358.9,1350.7,1342.9,1338.4,1335.7,1333.3,1329.7,1325.2,1320.2,1315.8,1313.3,1315.9,1317.216,"1317.216                                                                                                                                                                                                                                                                                                  ",NA
"14","IRL.1.0.0.0.NPTD","Ireland","01 Population","Total population (National accounts) ","1000 persons",2834.69,2819.69,2830.69,2850.7,2864.7,2876.7,2884.71,2900.71,2913.71,2926.72,2950.72,2978.73,3024.74,3073.75,3124.77,3177.78,3228.79,3272.8,3314.81,3368.83,3401.83,3443.84,3480.85,3505.86,3529.86,3540.87,3541.87,3542.87,3530.7,3509.5,3505.8,3525.7,3549.1,3563.3,3570.7,3601.26,3626.08,3660.59,3714.17,3754.75,3804.25,3863.81,3931.84,3996.98,4067.33,4159.99,4269.83,4400.18,4496.04,4539.15,4559.77,4577.16,4590.17,4601.83,4614.84,4642.24,4716.516,4766.511,"4815.129                                                                                                                                                                                                                                                                                                  ",NA
"15","GRC.1.0.0.0.NPTD","Greece","01 Population","Total population (National accounts) ","1000 persons",8331.725,8398.05,8448.233,8479.625,8510.429,8550.333,8613.651,8684.088,8740.765,8772.764,8792.806,8831.036,8888.628,8929.086,8962.022,9046.541,9188.15,9308.479,9429.959,9548.258,9642.505,9729.35,9789.513,9846.627,9895.801,9934.3,9967.213,10000.595,10036.983,10089.498,10196.792,10319.927,10399.061,10460.415,10512.922,10562.16,10608.82,10661.31,10720.57,10761.71,10805.8,10862.15,10902.01,10928.09,10955.16,10987.35,11020.39,11048.5,11077.86,11107.02,11121.38,11105,11045.04,10965.24,10892.37,10820.96,10783.75,10783.75,"10783.750                                                                                                                                                                                                                                                                   ",NA
"16","ESP.1.0.0.0.NPTD","Spain","01 Population","Total population (National accounts) ","1000 persons",30263.269,30774.761,31030.823,31304.169,31616.794,31961.967,32330.765,32730.141,33121.095,33449.084,33760.929,34224.49,34604.469,34988.947,35373.335,35757.9,36137.812,36511.638,36864.898,37191.33,37491.165,37758.631,37986.012,38171.525,38330.364,38469.512,38584.624,38684.815,38766.939,38827.764,38867.322,38966.376,39157.685,39361.262,39549.108,39718.9,39884.25,40049.97,40214.07,40369.67,40554.39,40766.05,41423.52,42196.23,42859.17,43662.61,44360.52,45236,45983.17,46367.55,46562.48,46736.26,46766.4,46593.24,46455.12,46407.17,46468.1,46476.945,"46518.422                                                                                                                                                                                                                                         ",NA
"17","FRA.1.0.0.0.NPTD","France","01 Population","Total population (National accounts) ","1000 persons",46636,47137,47995,48836,49353,49825,50255,50664,51048,51468,51939,52434,52902,53327,53676,53926,54143,54389,54627,54866,55150,55462,55797,56096,56369,56649,56937,57244,57572,57912,58227,58520,58811,59066,59286,59501,59713,59926,60147,60457,60872,61317,61764,62202,62661,63133,63574,63967,64324,64655,64974,65294,65615,65927,66227,66504,66671,66974.212,"67271.719                                                                                                                                                                                                                                        ",NA
"18","HRV.1.0.0.0.NPTD","Croatia","01 Population","Total population (National accounts) ","1000 persons",4168.11,4195.405,4225.023,4254.182,4281.566,4309.802,4339.781,4367.951,4395.079,4421.115,4442.017,4461.169,4480.588,4500.316,4520.954,4542.52,4566.534,4590.33,4611.989,4625.774,4630.812,4642.618,4665.497,4689.679,4711.858,4733.134,4753.298,4771.72,4787.286,4799.421,4809.596,4720.655,4606.687,4631.498,4683.407,4651.197,4587.84,4565.513,4562.71,4543.039,4426.23,4300.45,4305.44,4305.55,4308.29,4311.67,4313.01,4312.75,4312.76,4307.28,4295.97,4281.99,4268.44,4257.45,4239.5,4219.34,4194.26,4158.896,"4134.281                                                                                                                                                                                                                                                                                                  ",NA
"19","ITA.1.0.0.0.NPTD","Italy","01 Population","Total population (National accounts) ","1000 persons",50199.7,50536.35,50879.45,51252,51675.35,52112.35,52519,52900.5,53235.75,53537.95,53821.85,54073.49,54381.345,54751.406,55110.868,55441.001,55718.26,55955.411,56155.143,56317.749,56433.883,56501.675,56543.548,56564.074,56576.718,56593.071,56596.155,56601.931,56629.288,56671.781,56719.24,56758.521,56797.087,56831.821,56843.4,56844.3,56860.3,56890.4,56906.7,56916.3,56942.1,56979.8,57099.5,57412.6,57844.8,58190.6,58428.4,58787.4,59241.9,59578.3,59829.6,60060,60339.1,60646.4,60789.1,60730.6,60622.5,60577.471,"60567.827                                                                                                                                                                                                                                         ",NA
"20","CYP.1.0.0.0.NPTD","Cyprus","01 Population","Total population (National accounts) ","1000 persons",572.783,574.733,577.4,582.2,586.95,590.8,595.15,599.45,604.3,609.4,614.45,620,627.439,634.789,571.75,502,497.95,497.8,499.65,503.55,509.05,515.25,521.4,528.05,534.95,541.5,547.75,553.75,559.65,567.7,579.9,595.1,611.15,626.05,639.15,650.85,661.3,670.75,679.05,686.7,694,701.5,709.61,718.31,727.98,738.54,750.96,767.12,786.63,808.04,829.45,850.88,863.94,861.94,852.5,847.66,853.07,853.218,"858.389                                                                                                                                                                                                                                                                                                                                                              ",NA
"21","LVA.1.0.0.0.NPTD","Latvia","01 Population","Total population (National accounts) ","1000 persons",2120.979,2152.681,2181.586,2210.919,2240.623,2265.919,2283.217,2301.22,2323.619,2343.173,2359.164,2376.389,2395.674,2415.819,2437.186,2456.13,2470.989,2485.073,2497.921,2505.953,2511.701,2519.421,2531.08,2546.011,2562.047,2578.873,2599.892,2626.583,2653.434,2666.955,2663.151,2650.581,2614.338,2563.29,2520.742,2485.06,2457.22,2432.85,2410.02,2390.5,2367.61,2337.7,2310.38,2288.09,2263,2238.75,2218.66,2201.03,2177.73,2141.99,2097.29,2058.83,2033.65,2012.81,1994.25,1977.31,1960.68,1949.7,"1939.952                                                                                                                                                                                                                                                                                                   ",NA
"22","LTU.1.0.0.0.NPTD","Lithuania","01 Population","Total population (National accounts) ","1000 persons",2778.55,2823.55,2863.35,2898.95,2935.2,2971.45,3008.05,3044.4,3078.85,3107.321,3139.689,3179.041,3213.622,3244.438,3273.894,3301.652,3328.664,3355.036,3379.514,3397.842,3413.202,3432.947,3457.179,3485.192,3514.205,3544.543,3578.914,3616.367,3655.049,3684.255,3697.8,3704.1,3700.2,3682.9,3657.2,3629.1,3601.6,3575.2,3549.3,3524.2,3499.5,3470.82,3443.07,3415.21,3377.08,3322.5,3269.91,3231.29,3198.23,3162.92,3097.28,3028.12,2987.77,2957.69,2932.37,2904.91,2868.57,2829.844,"2781.737                                                                                                                                                                                                                                                                                                ",NA
"23","LUX.1.0.0.0.NPTD","Luxembourg","01 Population","Total population (National accounts) ","1000 persons",332.354,334.464,338.581,342.064,345.969,349.874,352.407,353.568,354.518,356.206,357.97,361.4,362,363,364.4,365.4,365.5,366,366.4,366.7,364.4,365.4,365.5,366,366.4,366.6,368.3,370.7,373.9,377.6,381.9,387.1,392.4,398,403.8,409.51,414.46,419.85,425.2,431.34,436.98,441.86,446.65,452.26,458.51,465.7,472.93,480.7,489.23,498.22,507.54,519.43,531.5,545.33,558.33,569.4,583.6,596.439,"609.561                                                                                                                                                                                                                                                                                                                                                          ",NA
"24","HUN.1.0.0.0.NPTD","Hungary","01 Population","Total population (National accounts) ","1000 persons",9983.512,10027.958,10060.825,10087.947,10119.835,10147.935,10178.653,10216.604,10255.815,10298.723,10337.91,10367.537,10398.489,10432.055,10478.72,10540.525,10598.677,10648.031,10684.822,10704.152,10711.122,10711.848,10705.535,10689.463,10668.095,10648.713,10630.564,10612.741,10596.487,10481.719,10373.988,10373.4,10369.341,10357.523,10343.355,10328.97,10311.24,10290.49,10266.57,10237.53,10210.97,10187.58,10158.61,10129.55,10107.15,10087.07,10071.37,10055.78,10038.19,10022.65,10000.02,9971.73,9920.36,9893.08,9866.47,9839.3,9814.85,9800.128,"9785.428                                                                                                                                                                                                                                                ",NA
"25","MLT.1.0.0.0.NPTD","Malta","01 Population","Total population (National accounts) ","1000 persons",332.728,334.018,334.216,332.274,327.958,323.045,321.772,322.068,322.093,324.946,326.939,326.694,324.738,306.957,306.337,308.534,310.108,311.321,314.578,317.783,321.133,323.504,330.517,335.209,335.279,341.221,346.97,349.5,352.8,356.43,360.12,364.04,367.49,371.36,374.94,377.79,380,382.79,385.27,387.49,389.96,393.09,395.93,398.57,401.16,403.8,405.25,406.74,409.37,412.45,414.47,416.27,419.44,423.36,427.42,431.93,436.62,440.986,"445.396                                                                                                                                                                                                                                                                                                                                                               ",NA
"26","NLD.1.0.0.0.NPTD","Netherlands","01 Population","Total population (National accounts) ","1000 persons",11486.631,11638.712,11805.689,11965.966,12127.12,12294.732,12456.251,12598.201,12729.721,12873,13032,13194,13330,13438,13543,13660,13773,13856,13939,14034,14148,14247,14312,14368,14423,14488,14567,14664,14760,14846,14947,15068,15182,15290,15381,15460,15526,15608,15703,15809,15922,16043,16147,16223,16276,16317,16341,16378,16440,16526,16612,16693,16752,16800,16863,16932,17030,17136.378,"17227.150                                                                                                                                                                                                                                   ",NA
"27","AUT.1.0.0.0.NPTD","Austria","01 Population","Total population (National accounts) ","1000 persons",7047.44,7086.3,7129.86,7175.81,7223.8,7270.89,7322.07,7377,7415.4,7441.06,7467.09,7500.48,7544.2,7586.12,7599.04,7578.9,7565.53,7568.43,7562.31,7549.43,7549.43,7568.71,7574.14,7561.91,7561.43,7564.98,7569.79,7574.59,7585.32,7619.57,7677.85,7754.89,7840.71,7905.63,7936.12,7948.28,7959.02,7968.04,7976.79,7992.32,8011.57,8042.29,8082.12,8118.25,8169.44,8225.28,8267.95,8295.19,8321.54,8341.48,8361.07,8388.53,8426.31,8477.23,8543.93,8629.52,8739.13,8809.043,"8870.706                                                                                                                                                                                                                                                                                                  ",NA
"28","POL.1.0.0.0.NPTD","Poland","01 Population","Total population (National accounts) ","1000 persons",29575.407,29901.273,30245.052,30647.707,31074.262,31379.123,31614.679,31920.193,32227.049,32480.163,32595.92,32714.871,32986.451,33287.37,33608.395,33943.991,34284.378,34616.432,34892.403,35173.43,35499.678,35823.437,36154.635,36495.248,36826.878,37124.006,37377.708,37589.19,37745.304,37882.06,38031,38109,38173,38221,38252,38275,38289,38292,38284,38270,38256,38251,38232,38195,38180,38161,38132,38116,38116,38153,38517,38526,38534,38502,38484,38455,38427,38429.15,"38427.246                                                                                                                                                                                                                                        ",NA
"29","PRT.1.0.0.0.NPTD","Portugal","01 Population","Total population (National accounts) ","1000 persons",8857.716,8929.316,8993.985,9030.355,9035.365,8998.595,8930.99,8874.52,8836.65,8757.705,8680.431,8643.756,8630.43,8633.1,8754.365,9093.47,9355.81,9455.675,9558.25,9661.265,9766.312,9851.362,9911.771,9957.865,9996.232,10023.613,10032.734,10030.031,10019.61,10005,9983.218,9960.235,9952.494,9964.675,9991.525,10026.2,10063.9,10109,10160.2,10217.8,10289.9,10362.7,10419.6,10458.8,10483.9,10503.3,10522.3,10543,10558.2,10568.2,10573.1,10557.6,10514.8,10457.3,10401.1,10358.1,10328.6,10307.943,"10297.635                                                                                                                                                                                                                                                                    ",NA
"30","ROM.1.0.0.0.NPTD","Romania","01 Population","Total population (National accounts) ","1000 persons",18474.26,18638.39,18752.628,18885.538,18999.977,19100.663,19214.5,19359.054,19796.934,20006.212,20247.434,20458.573,20654.934,20832.632,21026.352,21290.467,21548.48,21752.912,21948.251,22087.255,22204.032,22349.799,22472.452,22557.176,22637.234,22729.672,22833.499,22946.072,23054.287,23158.069,23198.439,22997.789,22790.948,22759.949,22726.884,22680.95,22607.62,22545.93,22502.8,22458.02,22435.21,22408.39,21675.78,21574.37,21451.85,21319.67,21193.75,20882.98,20537.85,20367.44,20246.8,20147.66,20060.18,19988.69,19913.19,19819.7,19760.31,19584.725,"19458.743                                                                                                                                                                                                                                       ",NA
"31","SVN.1.0.0.0.NPTD","Slovenia","01 Population","Total population (National accounts) ","1000 persons",1584.72,1594.131,1603.649,1616.971,1632.114,1649.16,1669.905,1689.528,1704.546,1713.874,1724.891,1738.335,1752.233,1766.697,1776.132,1793.581,1820.249,1842.377,1862.548,1882.599,1901.315,1906.531,1910.334,1922.321,1932.154,1941.641,1965.964,1989.776,1995.196,1996.351,1998.161,1999.429,1996.498,1991.746,1989.443,1988.69,1989.86,1986.33,1982.35,1983.71,1989.4,1991.95,1995.03,1996.28,1997.27,2000.81,2007.85,2018.86,2021.97,2041.66,2048.82,2052.84,2056.77,2059.55,2061.8,2063.3,2064.63,2067.52,"2069.588                                                                                                                                                                                                                                                                                                 ",NA
"32","SVK.1.0.0.0.NPTD","Slovakia","01 Population","Total population (National accounts) ","1000 persons",4068.095,4191.667,4238.188,4282.017,4327.341,4370.983,4411.666,4449.367,4483.915,4518.607,4538.223,4557.449,4596.622,4641.445,4689.623,4739.105,4789.507,4840.501,4890.125,4938.973,4979.815,5016.105,5055.099,5091.971,5127.097,5161.768,5193.838,5222.84,5250.596,5275.942,5299.187,5303.294,5305.016,5325,5346.9,5363.36,5373.65,5383.47,5390.84,5395.61,5400.7,5379.53,5378.66,5379.33,5382.36,5387.1,5390.92,5396.57,5405.86,5417.76,5429.97,5398.11,5406.24,5413,5418.56,5422.34,5430.8,5433.515,"5436.232                                                                                                                                                                                                                                                                                                 ",NA
"33","FIN.1.0.0.0.NPTD","Finland","01 Population","Total population (National accounts) ","1000 persons",4429.634,4461.005,4491.443,4523.309,4548.543,4563.732,4580.869,4605.744,4626.469,4623.785,4606,4612,4640,4666,4691,4711.4,4725.7,4738.9,4752.5,4764.7,4779.5,4800,4826.9,4855.8,4881.8,4902.2,4918.2,4932.1,4946.5,4964.4,4986.4,5013.7,5042,5066.4,5088.3,5107.8,5124.6,5139.8,5153.5,5165.5,5176.2,5188,5200.6,5213,5228.2,5246.1,5266.3,5288.7,5313.4,5338.9,5363.4,5388.3,5414,5439,5462.5,5480.5,5494.6,5515.766,"5536.746                                                                                                                                                                                                                                                                                                  ",NA
"34","SWE.1.0.0.0.NPTD","Sweden","01 Population","Total population (National accounts) ","1000 persons",7484.656,7519.998,7561.588,7604.328,7661.354,7733.853,7807.797,7867.931,7912.273,7968.072,8042.801,8098.334,8122.3,8136.312,8159.955,8192.437,8222.286,8251.54,8275.599,8293.678,8310,8320,8325,8329,8337,8350,8370,8398,8436,8493,8559,8617,8668,8718.6,8780.7,8826.9,8841,8846.1,8851,8857.9,8872.1,8896,8925,8958.2,8993.5,9029.6,9080.5,9148.1,9219.6,9298.5,9378.1,9449.2,9519.4,9600.4,9696.1,9799.2,9923.09,10057.061,"10170.041                                                                                                                                                                                                                                                                                                 ",NA
"35","GBR.1.0.0.0.NPTD","United Kingdom","01 Population","Total population (National accounts) ","1000 persons",52368.179,52802.139,53287.095,53620.064,53986.03,54344.997,54637.97,54953.941,55208.918,55455.895,55626.879,55922.852,56091.837,56200.309,56235.76,56231.586,56217.753,56199.275,56202.286,56252.739,56320.011,56339.626,56319.436,56338.645,56427.878,56556.087,56687.229,56807.895,56934.185,57082.585,57253.477,57430.806,57586.327,57724.553,57871.699,58025,58164,58314,58475,58684,58886,59113,59366,59637,59950,60413,60827,61319,61824,62260,62759,63285,63705,64106,64597,65110,65572,66031.004,"66493.221                                                                                                                                                                                                                                ",NA
"36","MKD.1.0.0.0.NPTD","Macedonia FYR","01 Population","Total population (National accounts) ","1000 persons",1391.927,1408.302,1427.771,1449.932,1473.996,1499.729,1525.841,1550.453,1575.714,1602.993,1629.061,1654.076,1679.456,1704.602,1729.935,1756.335,1783.518,1810.148,1836.27,1863.728,1891.319,1916.713,1941.914,1967.556,1992.424,2016.942,2041.064,2065.005,2088.651,1986.678,1881.991,1899.907,1984.971,1998.871,1947.003,1964.476,1981.543,1996.869,2007.523,2017.142,2026.345,2034.882,2031.153,2026.773,2032.544,2036.855,2040.228,2043.559,2046.898,2050.671,2055.003,2058.539,2061.044,2064.032,2067.471,2070.225,2077.583,2085.569,"2094.680                                                                                                                                                                                                                                                                                            ",NA
"37","ISL.1.0.0.0.NPTD","Iceland","01 Population","Total population (National accounts) ","1000 persons",175.516,178.97,182.318,185.591,188.921,192.222,195.506,198.686,201.422,203.302,204.371,206.03,209.068,212.247,215.138,217.907,220.082,221.726,223.463,225.661,228.062,230.679,233.783,236.899,239.432,241.325,243.1,245.778,249.658,252.769,254.742,257.712,260.971,263.638,265.933,267.38,268.93,270.92,273.79,277.18,281.15,285.05,287.56,289.27,292.59,295.86,304.33,311.4,319.36,319.25,318.01,319.01,320.72,323.76,327.39,330.81,333.431,336.393,"339.618                                                                                                                                                                                                                                                                                                                                                             ",NA
"38","TUR.1.0.0.0.NPTD","Turkey","01 Population","Total population (National accounts) ","1000 persons",27506,28227,28931,29652,30391,31149,31936,32750,33586,34443,35321,36215,37133,38073,39037,40026,40916,41769,42641,43531,44439,45540,46688,47864,49070,50307,51480,52370,53268,54192,55120,56055,56986,57913,58837,59756,60671,61582,62464,63364,64252,65133,66008,66873,67723,68566,69395,70215,71051.678,72039.206,73142.15,74223.629,75175.827,76147.624,77181.884,78218.479,79275.263,80326.121,"81397.771                                                                                                                                                                                                                                        ",NA
"39","MNE.1.0.0.0.NPTD","Montenegro","01 Population","Total population (National accounts) ","1000 persons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.57,607.224,609.485,611.362,612.817,613.265,613.867,615.084,616.35,618.079,619.426,620.079,620.601,621.207,621.81,622.159,621.23,620.919,"620.441                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",NA
"40","SRB.1.0.0.0.NPTD","Serbia","01 Population","Total population (National accounts) ","1000 persons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7628.26,7622.19,7598.54,7567.75,7540.4,7516.35,7503.43,7500.03,7480.59,7463.16,7440.77,7411.57,7381.58,7350.22,7320.81,7291.44,7236.52,7201.5,7166.55,7131.79,7095.38,7056.805,7021.401,"6985.926                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",NA
