"","CODE","COUNTRY","SUB.CHAPTER","TITLE","UNIT","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X"
"1","EU28.1.0.0.0.UDGG","European Union","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5798.9,5961.2,6128.2,6381.4,6761.4,7129.6,7369.3,7473.1,7930,8957,10067.9,10770.8,11467.5,11853.9,12388.7,12734.8,12628.5,12899.9,"13164.3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",NA
"2","EU15.1.0.0.0.UDGG","European Union (15 countries)","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5633.8,5764.3,5917.9,6165.2,6507.6,6851,7063.8,7139.3,7580.4,8545.1,9590.3,10279.3,10914.7,11276.2,11814.1,12136.5,12010.2,12244.2,"12475.5                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",NA
"3","EA19.1.0.0.0.UDGG","Euro area","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4070,4359.1,4431,4582.6,4715,4787.1,4931,5091.6,5333.8,5587.8,5854.1,5997.1,6107.3,6609,7282.4,8025.5,8507.2,8994.3,9305.5,9569.2,9684.1,9819.1,9992.4,"10168.9                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",NA
"4","EA12.1.0.0.0.UDGG","Euro area (12 countries)","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4058,4343.6,4412.4,4562.7,4688.9,4758,4898.9,5058.1,5297.6,5547.9,5813.8,5954.2,6062.1,6558.9,7217.2,7949,8420.1,8892.6,9191.2,9447.4,9559.3,9692.7,9861.9,"10037.7                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",NA
"5","BEL.1.0.0.0.UDGG","Belgium","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd EURO-BEF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.3,276.3,278.4,277.2,279.4,280.9,286,288,285.8,288.3,294.7,297.4,300,327.6,347.1,364.1,388.9,404.3,413.7,427.5,434.8,446.8,460.9,"473.7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",NA
"6","BGR.1.0.0.0.UDGG","Bulgaria","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd BGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.31,17.85,18.87,19.87,19.99,17.38,15.89,14.72,12.5,11.19,10.36,9.48,9.99,11.45,12.29,13.7,13.98,22.55,23.02,27.32,25.81,"26.10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",NA
"7","CZE.1.0.0.0.UDGG","Czech Republic","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd CZK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.6,210.1,237.2,298.5,340.1,403.9,583.8,693.4,788.5,870,912.8,978.9,1065.5,1150.7,1335.7,1508.5,1606.5,1805.4,1840.4,1819.1,1836.3,1754.9,1781.2,"1828.7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",NA
"8","DNK.1.0.0.0.UDGG","Denmark","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd DKK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.7,665.3,692.2,663.1,665,593.4,530.7,475.5,600.1,692,771.2,850.9,850.7,849.9,869.6,801.8,778.2,782.4,"793.9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",NA
"9","DEU.1.0.0.0.UDGG","Germany","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd EURO-DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040.2,1110.4,1154.5,1199.3,1238.6,1245.8,1258.7,1312.4,1400.3,1470.6,1541.4,1591.3,1599.9,1668.9,1785.6,2088.8,2128.3,2204.9,2189.8,2189.6,2158.8,2140.4,2125.5,"2114.7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",NA
"10","EST.1.0.0.0.UDGG","Estonia","01 Based on ESA 2010","General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ","Mrd EURO-EEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228,0.275,0.314,0.302,0.348,0.316,0.333,0.443,0.49,0.491,0.512,0.596,0.595,0.741,0.996,0.965,1.011,1.746,1.924,2.108,2.036,1.984,2.102,"2.269                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",NA
