"COUNTRY","year","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52"
"Austria",1960,1553.51,4632.573,861.456,7047.539,1.9,NA,3.8028,0.5396,4.5678,0.92722,1.86102,1.66218,1.60734,6.2234,7.7099,6.2812,6.3339,0.89875,5.354,5.365,6.2922,NA,NA,2.7734,5.5871,3.73664,1.19503,0.235461,1.74549,208.337,1.3492,1.0692,0.29402,1.44,1.3165,0.12193,-0.06373,-0.04552,NA,-0.012017,1.0594,1.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1961,1589.456,4617.109,879.734,7086.299,1.5,NA,4.113,0.58042,4.9288,1.0074,2.05993,1.91549,1.83418,6.8322,8.3751,6.8837,6.9488,0.98059,5.8763,5.9012,6.9086,NA,NA,3.0589,6.1162,4.08459,1.2931,0.258071,1.98041,216.714,1.4626,1.1232,0.35131,1.497,1.3681,0.12727,-0.0155,0.01658,NA,-0.018378,1.1243,1.3838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1962,1615.872,4615.138,898.855,7129.864,1.5,NA,4.4263,0.62081,5.3084,1.09277,2.01513,2.00066,1.92701,7.2986,8.8671,7.3624,7.3693,1.03359,6.2696,6.2346,7.3274,NA,NA,3.3234,6.3204,4.11147,1.38783,0.309529,2.1455,224.953,1.6085,1.1648,0.45064,1.5727,1.4288,0.14224,0.11756,0.09419,NA,-0.020133,1.1787,1.4442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1963,1638.802,4620.296,916.714,7175.811,1.6,NA,4.7943,0.66812,5.7787,1.20969,2.14245,2.17583,1.97663,7.9432,9.6035,7.8859,7.941,1.10663,6.6763,6.6879,7.8975,NA,NA,3.5801,6.8389,4.39365,1.49698,0.375022,2.33096,233.291,1.7498,1.2107,0.54159,1.7381,1.525,0.21093,0.05285,0.07442,NA,-0.023369,1.2357,1.5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1964,1667.412,4618.941,937.449,7223.801,1.5,NA,5.1434,0.71201,6.2257,1.30518,2.54163,2.41839,2.28761,8.6287,10.5753,8.6639,8.6907,1.20307,7.3587,7.3418,8.6469,NA,NA,3.9404,7.3436,4.70528,1.63622,0.389836,2.62115,242.765,1.8951,1.3043,0.59293,1.9599,1.6905,0.26679,0.00539,0.00072,NA,-0.029121,1.3451,1.7302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1965,1698.122,4614.603,958.164,7270.889,1.5,NA,5.6378,0.7754,6.8184,1.44988,2.76826,2.72029,2.43969,9.5189,11.5805,9.4189,9.4478,1.2994,7.9691,7.9507,9.4006,NA,NA,4.3391,7.8548,4.92398,1.78555,0.431938,2.86406,252.874,2.0869,1.4375,0.65188,2.2086,1.9195,0.28622,-0.04602,-0.05105,NA,-0.031997,1.4919,1.9574,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1966,1729.419,4613.494,979.154,7322.066,1.4,NA,6.0174,0.82182,7.3359,1.57606,3.20386,3.01733,2.7575,10.3282,12.6947,10.2747,10.2941,1.4059,8.6987,8.665,10.2411,NA,NA,4.7821,8.3602,5.17438,1.95194,0.470921,3.18843,264.129,2.2677,1.5279,0.73934,2.4796,2.1329,0.34346,-0.11972,-0.13769,NA,-0.033435,1.5732,2.1742,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1967,1760.482,4615.088,1001.429,7376.998,1.5,NA,6.5001,0.88113,8.006,1.71463,3.17424,3.08298,2.77801,11.0705,13.4956,10.9675,10.9878,1.48946,9.2529,9.2282,10.9428,NA,NA,5.2013,8.7408,5.29098,2.14771,0.471701,3.32007,274.594,2.4226,1.6438,0.77943,2.5852,2.1317,0.44964,-0.0726,-0.08127,NA,-0.046595,1.6998,2.1684,7.22,4.75,2.47,NA,NA,NA,NA,NA,NA,NA
"Austria",1968,1786.74,4608.377,1020.286,7415.403,1.6,NA,7.1696,0.96685,8.8682,1.87683,3.49656,3.3094,3.0922,12.1614,15.0181,12.1646,12.1982,1.64498,10.2877,10.2903,12.1672,NA,NA,5.7068,9.363,5.71429,2.38516,0.486515,3.71644,285.092,2.7624,1.8639,0.89825,2.8862,2.3696,0.51223,-0.04747,-0.02916,NA,-0.06953,1.9341,2.4269,7.74,4.14,3.6,NA,NA,NA,NA,NA,NA,NA
"Austria",1969,1807.165,4597.53,1036.361,7441.055,1.6,NA,7.675,1.03144,9.5874,2.00998,3.80485,3.54611,3.56438,13.1174,16.6654,13.3863,13.42,1.8035,11.3763,11.3614,13.3713,NA,NA,6.264,10.2596,6.3775,2.59994,0.504447,4.0139,296.113,3.3528,2.2765,1.07727,3.3223,2.6806,0.6365,0.1475,0.15088,NA,-0.062837,2.3596,2.7637,7.52,4.49,3.03,NA,NA,NA,NA,NA,NA,NA
"Austria",1970,1819.263,4596.768,1051.055,7467.086,1.1,NA,8.3054,1.11227,10.3985,2.23577,4.68004,4.10479,4.2874,14.4749,19.1273,14.9665,15.0532,2.01593,12.7307,12.7667,15.0025,NA,NA,6.8557,11.8324,7.51398,2.80788,0.508346,4.48591,308.835,4.1194,2.7019,1.41021,4.1275,3.3798,0.74141,0.08503,0.13846,NA,-0.074122,2.7871,3.4669,7.82,5.62,2.2,NA,NA,NA,NA,NA,NA,NA
"Austria",1971,1823.899,4610.443,1066.14,7500.482,1,NA,9.447,1.25952,11.8323,2.56336,5.30314,5.01302,4.8375,16.7987,21.656,16.9865,17.0733,2.27629,14.4232,14.4402,17.0036,NA,NA,8.0437,12.5746,7.69788,3.20913,0.589431,5.09102,324.371,4.6082,2.9523,1.64148,4.657,3.9042,0.74607,0.07563,0.11383,NA,-0.072578,3.0188,3.9961,7.71,4.39,3.32,NA,NA,NA,NA,NA,NA,NA
"Austria",1972,1822.719,4639.368,1082.115,7544.201,0.9,NA,10.7737,1.42807,13.4975,2.93703,6.30915,6.27374,5.6895,19.6949,24.9899,19.559,19.6765,2.60816,16.622,16.6809,19.6179,NA,NA,9.2275,14.2143,8.67973,3.59551,0.61594,5.9994,343.333,5.2961,3.3708,1.90673,5.377,4.5321,0.83733,0.0243,0.10528,NA,-0.104126,3.4534,4.6399,7.38,5.17,2.21,NA,NA,NA,NA,NA,NA,NA
"Austria",1973,1812.961,4675.151,1098.004,7586.115,0.8,NA,13.0089,1.71483,16.438,3.5045,7.74669,7.21363,6.88967,23.5765,30.4937,23.7782,23.9614,3.15858,20.2737,20.3997,23.9042,NA,NA,11.6185,15.111,8.96872,4.37748,0.717297,7.07142,361.729,6.4505,4.1602,2.27266,6.593,5.5268,1.05672,-0.06676,0.08293,NA,-0.140149,4.285,5.7724,8.25,6.94,1.31,NA,NA,NA,NA,NA,NA,NA
"Austria",1974,1792.646,4692.908,1113.485,7599.038,1,NA,16.2331,2.13621,20.7358,4.42256,9.79454,9.00798,8.52543,29.6529,39.1612,29.8193,30.0777,3.95809,25.3968,25.5406,29.9632,NA,NA,14.9082,17.1091,10.07074,5.48971,1.006555,7.77616,380.663,8.7448,6.2797,2.49801,9.1392,7.722,1.40435,-0.26942,-0.09498,NA,-0.135621,5.9965,7.5618,9.74,7.26,2.48,NA,NA,NA,NA,NA,NA,NA
"Austria",1975,1760.725,4691.112,1127.066,7578.903,1.4,NA,18.3774,2.42481,23.6977,4.86908,8.81708,9.11359,7.89998,32.7568,41.542,32.1207,32.4024,4.27534,27.2516,27.4327,32.3017,NA,NA,17.0071,17.1451,9.52071,6.28616,1.479816,8.11144,397.129,9.0971,6.0011,3.08296,9.222,7.3925,1.8147,-0.01717,0.19539,NA,-0.168006,6.0551,7.5671,9.61,5.49,4.12,NA,NA,NA,NA,NA,NA,NA
"Austria",1976,1721.088,4706.564,1137.874,7565.525,1.4,2.92164,22.0146,2.90985,28.4869,5.58093,10.99688,10.57429,8.94048,39.0117,50.4467,38.1483,38.4374,5.0806,32.5674,32.7936,38.3746,NA,NA,20.1464,19.3156,11.18993,7.38362,1.622496,8.69473,414.461,11.0603,7.4354,3.62147,11.9777,9.9932,1.96711,-1.24121,-0.85609,-1.24121,-0.341142,7.5998,10.3019,8.75,4.67,4.08,NA,NA,NA,NA,NA,NA,NA
"Austria",1977,1678.141,4740.529,1149.761,7568.43,1.6,3.36249,26.2744,3.47158,33.7992,6.70294,13.46499,12.81825,10.13709,46.5429,59.7472,44.7859,45.1422,5.96454,38.0829,38.4026,45.1056,NA,NA,23.6211,21.3284,12.15017,8.47492,1.817099,9.7416,433.536,12.6392,8.4129,4.22128,14.6026,12.1241,2.45857,-2.41815,-1.91241,-2.41815,-0.437534,8.5889,12.4492,8.73,7.49,1.24,NA,NA,NA,NA,NA,NA,NA
"Austria",1978,1630.781,4771.363,1160.161,7562.305,1.5,3.71527,27.4385,3.62833,35.8904,7.40784,12.98074,12.87173,11.52276,48.7262,63.0213,48.3246,48.6961,6.43932,40.9168,41.2774,48.6853,NA,NA,26.3734,21.6475,11.70764,9.37014,2.069915,10.06808,449.41,14.209,9.3471,4.8548,14.8981,12.1987,2.68281,-1.16136,-0.60011,-1.16135,-0.500446,9.5715,12.5642,8.21,6.44,1.77,NA,NA,NA,NA,NA,NA,NA
"Austria",1979,1582.063,4800.849,1166.513,7549.425,1.4,4.10545,30.1578,3.99471,39.4354,8.08045,15.88325,14.38588,13.02784,53.7676,71.8515,53.4692,53.8852,7.13766,45.3887,45.7726,53.8531,NA,NA,28.3058,25.0484,14.29653,9.97437,2.099601,10.86837,466.755,16.6704,11.0399,5.62314,17.4954,14.306,3.1703,-1.32694,-0.72096,-1.32693,-0.533735,11.2874,14.7716,7.96,5.6,2.36,NA,NA,NA,NA,NA,NA,NA
"Austria",1980,1541.4,4845.106,1161.899,7549.433,1.8,4.41106,33.4141,4.42604,43.5708,9.07913,17.04971,16.17369,13.79426,59.6689,79.2345,58.4692,58.9318,7.80612,49.3901,49.8611,58.9403,NA,NA,31.1047,26.7464,14.8906,10.81215,2.343159,11.73847,484.691,18.7251,12.3301,6.38581,20.7393,17.0609,3.65356,-2.63358,-1.92005,-2.63358,-0.627065,12.5561,17.5485,9.32,10.28,-0.96,NA,NA,NA,NA,NA,NA,NA
"Austria",1981,1511.616,4913.282,1143.812,7568.71,2.6,4.75625,36.7575,4.85651,48.008,10.11858,17.24126,17.42369,13.85744,65.3716,86.3129,63.0656,63.5572,8.39736,52.947,53.5885,63.7071,NA,NA,33.9521,27.997,14.97029,11.79432,2.502101,12.53549,501.824,21.0745,13.9216,7.14324,22.5851,18.3289,4.23454,-2.29074,-1.38873,-2.29075,-0.815919,14.1809,18.8359,10.61,11.37,-0.76,NA,NA,NA,NA,NA,NA,NA
"Austria",1982,1480.33,4977.652,1116.158,7574.14,3.1,5.62857,42.0434,5.55092,55.1515,11.64301,17.94439,17.91981,15.4783,73.1248,96.2814,72.0031,72.5696,9.58123,60.3601,60.9915,72.6345,NA,NA,37.5925,31.8852,17.75561,13.2317,2.702372,13.23834,514.947,23.1109,15.655,7.45021,23.5528,19.3266,4.19898,-1.21248,-0.28289,-1.21248,-0.826198,15.9575,19.8936,9.92,8.77,1.15,NA,NA,NA,NA,NA,NA,NA
"Austria",1983,1443.473,5031.471,1086.967,7561.91,3.2,6.40236,47.8422,6.32673,62.4361,12.80265,18.74306,19.26323,16.41755,81.8197,106.048,80.3948,81.0343,10.71611,67.5921,68.1276,80.9302,NA,NA,40.7299,35.349,20.49142,14.41507,2.811074,14.16302,527.457,24.7256,16.9978,7.72496,25.9334,21.1661,4.73987,-1.92281,-1.0531,-1.92283,-0.747476,17.3254,21.7947,8.17,5.38,2.79,NA,NA,NA,NA,NA,NA,NA
"Austria",1984,1410.301,5080.107,1071.027,7561.434,3.3,6.88151,50.0294,6.6164,65.6292,13.63031,20.60857,20.09683,18.32754,85.8614,114.7116,85.5898,86.2706,11.4093,71.9595,72.6131,86.2434,NA,NA,43.5092,36.1009,20.51461,15.3721,2.914128,15.65021,539.431,28.3138,19.5782,8.73368,29.2167,24.1808,4.9977,-1.72459,-0.71577,-1.72459,-0.878688,19.946,24.9053,8.02,6.57,1.45,NA,NA,NA,NA,NA,NA,NA
"Austria",1985,1383.801,5107.369,1073.815,7564.985,3.6,7.31283,53.0273,7.00958,69.7647,14.337,22.49791,21.91305,19.38745,91.7896,124.5005,90.887,91.6036,12.10891,76.55,77.2165,91.5535,NA,NA,46.3072,38.2681,21.96972,16.25368,3.177776,16.32236,553.091,32.0489,22.1708,9.87614,32.2424,26.7269,5.47246,-1.00827,0.03563,-1.00826,-0.911888,22.581,27.4769,7.77,6.2,1.57,NA,NA,NA,NA,NA,NA,NA
"Austria",1986,1362.815,5120.848,1086.132,7569.794,3.9,8.16291,57.5687,7.60506,76.2178,15.78369,24.04436,23.91408,21.63208,100.2555,132.7553,99.7507,100.5514,13.28325,83.967,85.0127,100.7964,NA,NA,51.3003,40.6626,23.49791,17.87009,3.772525,16.92861,566.777,32.3304,22.2739,10.05336,32.3225,26.4551,5.83155,-1.21414,0.24331,-1.21414,-1.298605,22.8346,27.2544,7.44,5.32,2.12,NA,NA,NA,NA,NA,NA,NA
"Austria",1987,1346.405,5126.014,1102.167,7574.586,3.7,8.54394,61.2647,8.08818,81.115,16.94379,25.98822,26.11127,23.21768,107.3192,141.0708,106.358,107.2357,14.1573,89.4142,90.5351,107.4789,NA,NA,54.7826,42.0996,24.15756,19.01384,3.92307,17.60347,581.529,33.8366,23.0418,10.78794,33.8525,27.4238,6.39732,-1.32994,0.22993,-1.32994,-1.366983,23.5341,28.3428,7.01,4.35,2.66,NA,NA,NA,NA,NA,NA,NA
"Austria",1988,1337.957,5129.048,1118.313,7585.317,3.5,8.77883,63.6069,8.38553,84.1358,17.59702,28.97677,28.19959,25.58807,112.3666,150.5119,111.8431,112.7727,14.86723,94.246,95.0027,112.5997,NA,NA,56.8433,44.309,25.65592,19.52325,3.804417,18.60933,598.442,37.3277,25.7168,11.60723,37.7706,30.0002,7.74841,-1.4022,-0.18061,-1.4022,-1.01228,26.2466,30.9202,6.86,4.59,2.27,NA,NA,NA,NA,NA,NA,NA
"Austria",1989,1338.323,5148.388,1132.856,7619.567,3.2,9.17004,67.7273,8.8886,89.3136,18.87826,32.08087,30.50818,28.26869,119.8214,163.7884,119.8455,120.8885,15.86553,100.9672,101.7036,120.5819,NA,NA,60.4669,47.7949,27.80649,20.42634,3.87367,19.78667,616.354,42.324,28.8431,13.47261,42.9017,34.2423,8.63075,-1.51706,-0.28187,-1.51706,-0.964803,29.4521,35.3095,7.15,7.46,-0.31,NA,NA,NA,NA,NA,NA,NA
"Austria",1990,1345.497,5185.742,1146.612,7677.85,3.3,9.71402,73.3599,9.55474,96.489,20.31608,35.07612,33.34201,31.05713,129.8082,178.4354,129.9975,131.1933,17.08725,109.6814,110.4433,130.7593,NA,NA,65.7442,51.5516,30.2321,21.72187,4.061605,20.80215,635.72,46.7904,31.5935,15.18403,46.8734,37.3385,9.50526,-1.04751,0.25567,-1.04751,-0.946628,32.5051,38.7056,8.77,8.53,0.24,NA,NA,NA,NA,NA,NA,NA
"Austria",1991,1362.757,5233.254,1158.881,7754.891,3.5,10.46964,77.996,10.05765,103.0757,21.85056,37.92173,37.28335,32.92087,140.2373,189.6531,138.6121,139.9968,18.05271,116.7615,118.4224,140.273,NA,NA,71.3272,54.6464,31.73096,23.17247,4.695685,22.34756,657.946,48.6383,32.4925,16.12792,49.8159,39.7573,10.02543,-3.07972,-0.84835,-3.07971,-1.743645,33.1835,41.0175,8.56,9.1,-0.54,NA,NA,NA,NA,NA,NA,NA
"Austria",1992,1387.111,5284.258,1169.34,7840.709,3.5,11.1973,84.6882,10.80109,112.0799,23.89768,39.61518,39.35892,34.10019,151.3755,201.7269,149.0033,150.6109,19.20883,125.1056,126.525,150.4227,NA,NA,77.2655,56.7607,32.07004,24.95977,4.970669,23.67989,679.067,49.9935,33.5709,16.40647,51.9394,40.4907,11.43496,-3.65839,-1.62283,-3.69614,-1.394333,34.2108,41.7264,7.37,9.32,-1.95,NA,NA,NA,NA,NA,NA,NA
"Austria",1993,1406.127,5319.524,1179.982,7905.633,4,12.47122,91.1644,11.53158,122.0308,26.30937,41.14444,41.59135,35.63569,163.627,214.3901,160.7221,162.3998,20.5423,134.4128,135.8394,162.1488,NA,NA,84.0753,57.7276,31.67918,27.25346,5.270383,24.62395,698.582,51.1415,33.5737,17.54149,51.6461,40.102,11.53393,-2.23508,-0.143,-2.6199,-1.455761,33.8702,41.0158,6.7,7.23,-0.53,NA,NA,NA,NA,NA,NA,NA
"Austria",1994,1414.955,5329.894,1191.269,7936.118,4.3,13.31911,95.7334,12.06299,128.5982,27.71661,44.90442,45.04499,37.69846,173.5773,228.7385,169.5185,171.3508,21.59125,141.8019,143.5784,171.295,NA,NA,88.2587,60.1943,32.92221,28.54523,4.75008,26.01502,720.064,55.219,37.0554,18.14549,58.0375,44.8251,13.20621,-4.95181,-2.47563,-5.1876,-1.743392,37.855,46.5182,7.03,5.04,1.99,NA,NA,NA,NA,NA,NA,NA
"Austria",1995,1415.839,5329.994,1202.446,7948.278,4.2,14.57025,101.3711,12.75384,136.9432,29.3207,49.46957,46.76724,44.22722,183.7105,248.2315,181.1704,182.9763,23.02086,151.8497,154.5863,183.907,0.02753,6399.959,93.8637,65.8028,37.71345,30.3391,5.48109,25.94,740.936,61.8187,43.0671,18.75157,63.959,49.0834,14.8756,-4.87686,-2.14033,-5.08907,-0.930687,43.9355,50.5646,7.14,4.52,2.62,2.905838,22.70882,22.10088,5.46564,-4.53955,4.85771,17.39495
"Austria",1996,1410.822,5335.962,1212.233,7959.017,4.7,14.76059,103.8432,13.04723,139.8898,29.86675,49.40028,48.35724,44.46018,188.247,253.3252,184.35,186.5304,23.43635,154.4832,156.6829,186.5497,0.02784,6543.181,93.2582,68.5952,39.43564,30.18133,4.98665,27.47403,763.266,64.0351,44.5535,19.48155,66.9351,50.8606,16.07444,-5.09966,-2.89998,-5.17792,-0.019256,45.5825,53.8797,6.32,3.34,2.98,3.880682,22.47586,21.88251,4.87933,-5.52133,4.28598,14.05129
"Austria",1997,1400.463,5347.247,1220.332,7968.041,4.7,14.34122,102.983,12.92451,139.3339,30.21154,49.34058,47.84868,45.13686,187.1825,258.2332,184.4707,186.775,23.44051,154.2592,157.2304,187.442,0.02843,6622.642,92.2289,71.5893,41.23787,29.57912,4.81197,28.87653,784.935,69.5588,50.1219,19.43685,71.0095,54.6845,16.32499,-4.42197,-1.45072,-4.53236,-0.667012,52.7184,57.969,5.68,3.51,2.17,4.072945,22.44151,21.80824,3.79971,-6.81097,3.16644,11.98721
"Austria",1998,1388.451,5361.373,1226.965,7976.789,4.7,14.49826,106.0059,13.28929,143.6081,31.42795,51.00663,49.75849,47.51799,193.3666,269.4037,191.1261,193.3982,24.24512,159.6981,163.0688,194.4967,0.02963,6610.138,95.4937,75.2355,43.59235,30.29804,5.41334,29.85869,807.328,74.7889,54.1535,20.63543,75.1443,58.3272,16.81709,-3.72598,-0.35536,-4.03229,-1.09848,57.1629,61.9973,4.71,3.58,1.13,4.425703,24.45399,23.74425,4.94544,-6.23253,4.2357,12.255
"Austria",1999,1377.374,5383.259,1231.691,7992.324,4.2,15.64289,109.3515,13.68207,149.3163,32.9721,53.29949,50.93931,49.73712,200.2556,282.8454,199.0534,201.5658,25.21994,166.0813,170.4462,203.4183,0.03025,6724.244,99.7288,77.7807,44.80863,31.10053,5.23333,31.14208,829.017,80.2296,58.4983,21.73122,79.2083,62.2508,16.95749,-3.3436,1.0213,-3.5913,-1.8525,61.9823,66.9178,4.68,2.96,1.72,3.8685,25.0964,24.3603,4.4728,-8.6556,3.7367,14.527
"Austria",2000,1365.465,5410.26,1235.842,8011.566,3.9,15.62451,115.1077,14.36768,155.6956,34.7674,55.45098,54.78654,52.87464,210.4821,303.737,208.5702,211.0279,26.3404,173.8028,178.4287,213.1961,0.0314,6789.27,103.345,83.3393,48.57188,31.84589,5.31193,31.82377,852.802,92.5905,67.7015,24.88894,89.6363,71.0517,18.58467,-1.67179,2.95411,-2.14689,-2.1682,73.3115,78.3825,5.56,4.39,1.17,4.5049,28.9764,28.1041,6.9873,-10.7547,6.115,13.4618
"Austria",2001,1352.476,5446.2,1240.149,8042.293,4,15.74864,119.3855,14.84472,160.7985,36.5065,55.47735,54.67253,53.79763,215.471,314.6428,214.5961,217.1846,27.00532,178.0896,183.5892,220.0957,0.03242,6789.92,105.5849,86.9485,50.44195,32.32307,5.11575,32.67804,874.154,98.367,71.9486,26.41838,94.5218,74.0382,20.48362,-1.65439,3.84521,-2.24649,-2.9111,78.9987,83.3324,5.08,4.26,0.82,6.9027,27.7546,26.7121,4.3963,-8.5957,3.3538,11.5502
"Austria",2002,1342.531,5489.577,1249.849,8081.957,4.4,15.53443,121.5024,15.03348,163.7678,37.9011,53.55972,53.30599,59.09262,217.0738,319.8636,222.8605,225.2053,27.86463,184.9594,188.4016,226.3027,0.03341,6774.347,107.5474,90.1741,52.27304,32.99444,5.18669,33.76783,892.181,102.536,74.6916,27.84445,94.2566,73.011,21.24565,4.83719,8.27939,4.45169,-1.0974,83.1988,82.8032,4.96,3.32,1.64,5.2337,34.3063,33.211,9.8648,-1.9114,8.7695,11.9399
"Austria",2003,1334.564,5531.17,1255.689,8121.423,4.8,15.88482,125.4937,15.45822,169.0491,39.25,56.5302,55.82226,59.24876,224.8713,328.5595,228.2978,230.5568,28.39982,189.0478,191.7492,230.9992,0.03404,6786.38,109.9813,92.5208,53.27076,33.56364,5.7451,34.24225,911.403,102.9802,74.347,28.63329,96.8158,74.6053,22.2105,3.46308,6.16448,3.47658,-0.4424,85.8787,87.9875,4.14,2.33,1.81,5.1914,34.9628,33.8112,9.491,-3.2556,8.3394,12.6715
"Austria",2004,1326.436,5561.109,1284.422,8171.966,5.5,16.88202,130.7413,16.00371,176.0077,40.6938,58.23036,57.09182,62.89505,233.0995,347.5433,238.9027,241.1436,29.51777,198.2089,200.8112,241.505,0.03531,6840.46,112.7479,99.2109,58.51711,34.25342,5.81213,35.35837,930.174,113.3052,83.0749,30.2303,106.3058,82.7339,23.57192,4.39714,6.99944,4.12334,-0.3614,95.1649,96.3947,4.13,2.11,2.02,5.6016,36.6011,35.1316,10.1157,5.5006,8.6462,13.2669
"Austria",2005,1317.815,5577.248,1332.766,8227.829,5.6,19.2615,136.8797,16.64134,185.5079,42.5824,60.43301,58.47463,64.25039,243.9825,368.9812,249.7583,252.2138,30.66324,207.1759,210.4269,253.0093,0.03703,6833.373,116.4206,105.6114,63.029,34.96818,5.38526,36.36251,947.976,123.0404,89.8715,33.16891,115.1982,89.4035,25.79471,4.59115,7.84215,4.40225,-0.7955,100.6204,102.3448,3.39,2.19,1.2,5.7197,36.4348,35.0455,9.345,-2.2466,7.9557,16.4715
"Austria",2006,1303.953,5586.596,1378.093,8268.641,5.3,19.9261,142.6897,17.25817,193.7167,44.2195,63.07591,60.41972,71.12178,254.1364,392.2477,264.8385,267.2017,32.31777,220.619,222.2585,266.478,0.03872,6882.431,122.0349,112.697,68.47751,36.04698,5.49875,37.24486,965.738,135.4551,99.8246,35.6305,126.3069,98.7013,27.60559,7.50868,9.14818,6.59398,0.7237,108.913,109.2798,3.8,3.08,0.72,5.9255,41.3287,39.7697,13.1169,-1.4338,11.5579,18.1744
"Austria",2007,1286.259,5597.915,1411.313,8295.487,4.9,19.94849,147.8088,17.81862,200.5097,46.2361,69.51402,64.93395,79.33358,265.4437,418.214,279.8433,281.791,33.97041,233.6072,236.1108,282.3469,0.04052,6967.896,128.1901,120.351,74.11488,37.11158,5.32247,39.12832,985.689,148.1902,109.4975,38.69274,136.4687,107.4504,29.01827,9.21794,11.72154,9.20864,-0.5559,119.3877,118.962,4.3,4.28,0.02,7.0387,42.8952,41.569,13.3421,-4.2464,12.0159,20.324
"Austria",2008,1269.186,5615.759,1436.552,8321.496,4.1,21.31766,152.259,18.29697,208.2632,48.8478,71.62627,68.2472,83.49029,276.5104,435.0649,291.7535,294.059,35.33709,242.9057,243.0826,291.9304,0.04129,7069.989,134.9612,121.8585,73.0107,38.33537,5.72049,40.83115,1005.663,155.1754,112.4467,42.72874,142.9587,112.6117,30.34694,12.03982,12.21672,11.95542,2.1286,123.2589,125.3015,4.36,4.63,-0.27,7.4645,45.9418,44.6392,14.6455,-0.3574,13.3429,20.6585
"Austria",2009,1253.164,5628.928,1461.231,8343.323,5.3,22.872,153.8915,18.44894,212.7811,50.4159,65.37869,64.34207,70.774,277.1231,406.6465,283.5551,286.116,34.30038,233.1392,235.7725,286.1884,0.042,6813.566,136.224,114.7843,64.36842,38.95797,5.96459,41.14467,1019.758,128.4867,89.9968,38.48992,119.9449,92.5614,27.38356,5.90851,8.54181,5.37271,-0.0724,98.2136,102.5691,3.94,1.22,2.72,5.0862,43.123,41.6513,10.8371,5.7277,9.3654,19.53
"Austria",2010,1239.787,5648.125,1475.492,8363.404,4.8,23.37207,158.0411,18.90202,218.0897,51.5828,66.74401,63.7637,76.02441,281.8534,435.1044,294.1141,297.1027,35.53405,242.5313,243.0447,294.6275,0.04304,6845.036,138.9051,119.4559,67.87306,39.38301,5.9396,42.20618,1031.939,150.2707,111.054,39.21669,140.4769,111.284,29.19289,9.28039,9.79379,9.45689,2.4752,115.0785,119.9436,3.23,0.81,2.42,5.7721,50.9627,49.6331,18.092,11.1644,16.7624,16.1672
"Austria",2011,1229.27,5675.395,1486.978,8391.643,4.6,23.32202,165.191,19.69248,226.2412,53.4803,74.61212,69.41786,80.41705,295.6591,466.501,306.6583,309.6759,36.91658,253.178,255.15,308.6303,0.04421,6981.7,144.3432,125.6509,72.17061,40.18922,5.82557,44.46173,1047.562,165.6476,122.3279,43.31967,157.8707,125.9608,31.90989,5.80494,7.77694,5.47524,1.0456,127.4623,137.5125,3.32,1.39,1.93,6.4499,52.4985,51.1172,18.2872,6.0636,16.9059,14.1251
"Austria",2012,1221.749,5696.435,1511.807,8429.991,4.9,23.68975,170.0608,20.18212,232.7215,55.7146,76.17069,71.92457,81.56043,304.6461,479.491,314.282,317.4388,37.67233,258.5674,261.4024,317.117,0.04556,6960.225,150.3419,126.4102,70.69556,41.27131,5.96963,46.33455,1063.109,170.5988,124.9708,45.62796,162.374,128.094,34.28006,5.38975,8.22475,4.94135,0.3218,129.6784,138.9423,2.37,0.57,1.8,6.6556,49.5226,47.9742,13.7052,2.1953,12.1568,16.138
"Austria",2013,1219.103,5718.277,1541.995,8479.375,5.4,23.90154,173.5,20.46659,237.3376,57.6625,76.87742,74.62387,82.04142,311.9615,485.7812,319.379,323.3661,38.14526,261.7165,264.8767,322.5392,0.04662,6917.83,154.5021,126.7724,69.10988,42.15162,5.65117,46.91592,1079.128,171.5662,122.919,48.64716,163.2391,124.5864,38.65265,5.1669,8.3271,4.6782,0.8269,131.8844,138,2.01,0.22,1.79,7.1277,51.8977,50.3367,14.6275,2.5625,13.0665,13.1151
"Austria",2014,1222.025,5749.224,1570.327,8541.575,5.6,24.23212,176.6961,20.68089,242.0215,59.6032,78.16283,75.13292,85.9221,317.1544,495.3591,327.9436,331.0921,38.75173,268.3404,270.8144,330.4176,0.04761,6940.734,158.6861,129.6605,70.05731,42.93373,5.86635,47.93737,1093.569,175.1747,124.5373,50.63746,164.271,123.9137,40.35731,8.42976,10.90376,8.07796,0.6745,134.1726,137.0014,1.49,0.21,1.28,7.1671,53.5136,52.4198,14.7937,8.404,13.6999,13.264
