"COUNTRY","year","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52"
"Latvia",2005,330.17,1532.09,376.54,2238.799,10,1.267501,8.44077,3.770305,10.88243,3.003218,4.831942,4.292403,3.114375,15.17485,21.64083,13.99682,13.58382,6.06759,10.9936,10.72321,13.72643,0.00736,1846.727,5.51688,6.61792,3.64297,6.4543,0.18831,1.70266,17.34655,5.92644,3.90918,2.017268,7.91439,6.62314,1.291244,-1.717557,-1.987942,-1.545477,-0.142612,4.1486,6.9908,3.88,3.07,0.81,0.260219,2.520363,2.520172,0.804876,-0.924835,0.804684,-0.511464
"Latvia",2006,318.697,1518.181,381.479,2218.357,7,1.581686,11.08907,4.998095,14.05982,3.921414,6.771953,5.896525,3.077833,19.95634,27.73241,17.13765,16.82907,7.58524,13.21624,13.34172,17.26313,0.00875,1954.404,7.1302,8.09212,4.20734,7.90611,0.24215,2.18829,19.2875,6.90064,4.50874,2.391895,10.46927,8.84451,1.624769,-3.69412,-3.568638,-3.501642,-0.434065,4.9018,9.1914,4.13,4.38,-0.25,0.366504,2.325707,2.325525,0.214494,-2.16654,0.214312,-1.13471
"Latvia",2007,310.443,1504.936,384.947,2200.325,6.1,2.305188,13.57356,6.166913,17.57347,4.887186,9.421143,8.254178,4.627914,25.82766,35.71552,22.2014,22.00355,9.99693,17.31421,17.79335,22.68054,0.0113,1998.546,10.01423,10.20984,5.34173,10.60369,0.31815,2.7252,22.1822,8.72089,5.67739,3.04351,13.03497,10.97168,2.063294,-4.793219,-4.314079,-4.381623,-0.676992,6.0621,11.1796,5.28,8.68,-3.4,0.572304,3.491077,3.402852,0.896228,-2.531441,0.808004,-1.295366
"Latvia",2008,305.829,1485.921,385.573,2177.322,7.7,2.711251,14.12408,6.485688,18.95526,5.382144,8.546438,7.806081,5.452497,26.76134,37.13252,24.40776,24.0445,11.04108,19.02561,18.97359,24.35574,0.01153,2112.513,11.7425,10.47826,5.09711,12.43171,0.48545,2.6181,24.18453,9.63082,6.16011,3.470711,12.77679,10.48151,2.295284,-3.093951,-3.145971,-2.752708,-0.311237,6.897,10.9751,6.43,8,-1.57,0.724854,3.642813,3.456808,0.709821,-2.034586,0.523817,0.521246
"Latvia",2009,302.439,1454.407,384.824,2141.669,17.5,1.856142,11.36578,5.306179,14.93056,4.421712,4.122134,4.226232,5.602823,19.15679,27.04024,20.53338,20.07487,9.37207,16.11167,14.32712,18.74883,0.01067,1764.264,8.79224,8.3514,3.91135,11.02433,0.42178,2.06828,23.98568,7.98754,4.99364,2.993903,8.2914,6.56625,1.725155,1.480689,-0.30386,1.930334,1.32604,5.5218,7.0342,12.36,13.09,-0.73,0.287796,4.932732,4.767328,2.231206,2.397318,2.065802,0.710583
"Latvia",2010,297.419,1417.478,382.659,2097.555,19.5,1.728281,11.3469,5.410269,14.61398,4.502478,3.436422,3.449254,3.814024,18.06323,27.59505,18.428,18.01179,8.58812,13.92553,13.28566,17.78814,0.01099,1632.306,7.62977,8.5261,3.98572,10.25108,0.41003,2.12781,22.93246,9.54464,6.60147,2.943165,9.8069,8.1308,1.676101,0.377611,-0.262252,0.726851,0.223647,7.1904,8.819,10.34,1.99,8.35,0.168878,3.971687,3.884064,1.19147,2.171372,1.103848,-0.481864
"Latvia",2011,293.353,1386.014,380.343,2059.709,16.2,1.997717,12.44321,6.043826,16.12287,4.93808,5.08561,4.480156,4.464554,20.60302,32.88908,20.58742,20.19729,9.81008,15.64934,15.26473,20.20281,0.01215,1671.254,7.9742,10.26484,5.30233,10.53423,0.37706,2.40133,22.49517,11.6806,8.25955,3.421055,12.68627,10.75833,1.927942,-0.621056,-1.005665,-0.194497,-0.005522,9.4326,11.7026,5.91,0.96,4.95,0.280811,4.767126,4.719999,1.876596,1.638096,1.829469,-1.625677
"Latvia",2012,292.239,1362.415,379.665,2034.319,15,2.078326,13.43699,6.607329,17.26598,5.487554,5.774292,5.595292,4.996531,22.86127,36.56473,22.26251,21.9096,10.77353,16.77495,16.57177,22.05932,0.01303,1680.177,8.8162,10.9322,5.48786,11.49064,0.46187,2.66852,22.5894,13.52446,9.72196,3.802494,14.5054,12.37986,2.125538,-0.777751,-0.980935,-0.119961,-0.149725,10.9837,13.4086,4.57,0.89,3.68,0.355862,4.985188,4.898485,1.786055,1.34482,1.699352,-1.809016
"Latvia",2013,293.35,1338.597,380.7,2012.647,11.9,2.15945,14.06633,6.988404,18.0955,5.546978,5.465652,5.301168,4.986391,23.39667,37.32875,23.0819,22.7823,11.31866,17.53492,17.28319,22.83017,0.0133,1713.053,9.43414,11.0188,5.48243,12.04748,0.46625,2.81785,22.37618,13.76759,9.82868,3.938923,14.49858,12.37423,2.124352,-0.479262,-0.730988,0.094846,-0.047867,10.893,13.4515,3.34,0.36,2.98,0.369356,5.163935,5.076769,1.928999,1.460222,1.841832,-1.949568
"Latvia",2014,296.052,1314.385,383.345,1993.782,10.8,2.22337,14.45655,7.249116,18.60202,5.64776,5.47675,5.33731,5.013591,23.93933,38.14657,23.61561,23.6004,11.83422,17.96785,17.98339,23.63115,0.01391,1699.326,10.09369,10.87979,5.23203,13.05697,0.36672,3.0244,22.10856,14.0678,10.21473,3.85307,14.51541,12.41409,2.10132,-0.463149,-0.44761,0.290531,-0.030749,10.9572,13.2857,2.51,0.21,2.3,0.3541,5.26422,5.0581,1.94308,1.91323,1.73696,-1.85588
"Latvia",2015,298.99,1292.706,385.831,1977.527,9.9,2.31479,14.86392,7.517243,19.25846,5.65359,5.38541,5.2422,5.196559,24.50066,39.00453,24.45502,24.30996,12.29446,18.80143,18.71468,24.36827,0.01438,1694.833,10.82865,10.67915,5.02556,13.96038,0.29413,3.1546,21.75413,14.36066,10.3217,4.03895,14.63625,12.36325,2.27301,-0.188841,-0.27559,0.495529,-0.058311,10.9387,13.0574,0.96,-0.01975,0.97975,0.37828,5.26396,5.04297,1.93281,1.70474,1.71182,-1.67463
"Latvia",2016,NA,1276.728,NA,1964.475,9.6,2.36713,15.51598,7.913571,19.89957,5.805104,4.98495,4.57768,5.45878,24.47724,39.39441,25.35834,25.10211,12.80276,19.55324,19.21623,25.02133,0.01477,1694.453,11.50477,10.61223,4.807126,14.92169,0.47442,3.37875,20.68446,14.5099,10.26622,4.24367,14.37307,12.00784,2.36523,0.47384,0.13683,0.925571,0.080784,10.949,12.9249,0.53,-0.2641667,0.7941667,0.419712,4.990899,4.686664,NA,1.301631,NA,NA
"Latvia",2017,NA,1263.578,NA,1953.474,9.2,2.532829,16.64829,8.538898,21.41623,5.712851,5.620761,5.411017,5.384596,26.82724,42.74888,26.97142,26.69842,13.6936,21.25857,20.90388,26.61673,0.01566,1700.128,12.23737,11.1937,5.480852,15.82282,0.524836,3.704545,20.43032,15.7119,11.23227,4.479618,16.13214,13.59384,2.538306,-0.236165,-0.420252,0.252599,-0.088911,11.9793,14.63202,NA,NA,NA,0.437951,5.211875,4.819136,NA,1.049641,NA,NA
"Lithuania",1960,NA,NA,NA,2778.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1961,NA,NA,NA,2823.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1962,NA,NA,NA,2863.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1963,NA,NA,NA,2898.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1964,NA,NA,NA,2935.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1965,NA,NA,NA,2971.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1966,NA,NA,NA,3008.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1967,NA,NA,NA,3044.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1968,NA,NA,NA,3078.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1969,NA,NA,NA,3107.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1970,847.49,1976.497,306.779,3139.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1971,850.023,2003.444,325.575,3179.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1972,852.07,2022.417,339.135,3213.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1973,848.641,2043.747,352.051,3244.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1974,841.145,2070.461,362.289,3273.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1975,832.454,2100.674,368.525,3301.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1976,823.347,2131.726,373.592,3328.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1977,814.775,2161.284,378.978,3355.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1978,806.372,2189.1,370.608,3379.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1979,802.016,2209.962,385.865,3397.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1980,802.662,2227.746,382.795,3413.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1981,804.044,2251.54,377.363,3432.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1982,806.149,2279.248,371.783,3457.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1983,809.142,2309.24,366.811,3485.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1984,812.388,2337.601,364.217,3514.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1985,815.578,2363.966,364.999,3544.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1986,819.24,2390.545,369.129,3578.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1987,823.945,2416.389,376.034,3616.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1988,829.433,2440.313,385.303,3655.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1989,832.998,2456.258,394.999,3684.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1990,833.738,2460.189,403.912,3697.838,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1991,833.147,2458.024,412.963,3704.134,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1992,829.453,2448.144,422.518,3700.114,1.4,0.110872,1.08056,0.29203,1.33467,NA,0.265896,0.365467,NA,1.70191,1.83357,NA,NA,NA,NA,NA,1.66621,NA,NA,0.59917,NA,NA,NA,NA,NA,NA,0.2895,NA,NA,0.25987,NA,0.058035,NA,0.054402,NA,NA,0.53096,0.46996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1993,820.226,2430.07,432.318,3682.613,4.8,0.278741,1.6712,0.45377,2.09835,0.444226,0.464397,0.526224,0.365376,2.62583,4.17277,2.50111,2.398,0.65112,2.05688,1.94476,2.38899,NA,NA,0.90374,1.95563,1.30118,0.58179,0.076869,0.321825,NA,1.46713,1.18645,0.213116,1.68923,1.44599,0.229892,-0.071326,-0.177995,-0.071322,0.006759,0.98949,1.18408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1994,805.993,2410.836,440.315,3657.144,4.2,0.464186,2.43592,0.66606,3.25143,NA,0.699693,0.825229,NA,4.07891,5.54727,NA,NA,NA,NA,NA,3.74586,NA,NA,1.47001,2.64464,NA,1.04883,0.078144,0.551956,NA,1.54322,1.1829,0.34317,1.79967,1.47239,0.337573,NA,-0.215051,NA,NA,1.7056,1.9784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",1995,790.187,2391.063,447.853,3629.102,6.8,0.706264,3.27433,0.90224,4.50343,1.187976,1.165236,1.043511,0.698749,5.54694,7.57198,5.20201,5.1179,1.41024,4.01403,3.93612,5.1241,0.00303,2564.946,1.9151,4.00808,2.20794,1.58853,0.07965,0.93414,29.1683,1.90332,1.43337,0.46996,2.4479,2.04164,0.406257,-0.466494,-0.544573,-0.499495,-0.005518,2.06855,2.78941,NA,NA,NA,0.105284,0.494044,0.494044,-0.220561,-0.271614,-0.220561,-0.247224
"Lithuania",1996,774.582,2371.038,455.993,3601.613,7.7,0.893644,4.23722,1.17648,5.82702,1.30745,1.390586,1.358852,0.816184,7.18587,9.9873,6.64299,6.52911,1.81284,5.33554,5.29643,6.60388,0.00376,2585.431,2.50898,5.01458,3.09135,2.17646,0.11481,1.12372,29.25175,2.7697,2.04204,0.727646,3.38342,2.82855,0.554869,-0.574401,-0.613728,-0.564742,-0.073902,2.58406,3.4688,NA,NA,NA,0.075958,0.762906,0.762906,0.002384,-0.102095,0.002384,-0.396695
"Lithuania",1997,758.47,2352.228,464.44,3575.137,6.5,1.125914,5.47461,1.53127,7.63037,1.52773,2.193087,1.996354,1.332402,9.62673,13.83641,8.96249,8.75877,2.44987,7.43476,7.39653,8.92426,0.00449,2609.697,3.45299,5.70343,3.69636,2.99752,0.10111,1.58561,29.90231,4.01295,2.98432,1.028635,4.91215,4.09168,0.820462,-0.860685,-0.899198,-0.861733,-0.164331,3.40601,4.97636,NA,NA,NA,0.136878,0.866003,0.866003,-0.017182,-0.734493,-0.017182,-0.243568
"Lithuania",1998,740.212,2336.092,473.027,3549.331,13.2,1.315297,6.13454,1.72838,8.72967,1.605911,2.439998,2.394686,1.280362,11.12436,15.09249,10.00972,9.79912,2.76086,8.40381,8.42052,10.02643,0.0049,2659.425,4.16965,5.94815,3.86245,3.50179,0.13661,1.79503,31.00849,3.92282,2.80967,1.113151,5.06606,4.26602,0.800038,-1.159636,-1.143241,-1.159436,-0.226012,3.31,5.16799,NA,NA,NA,0.129389,0.741406,0.741406,-0.191699,-0.894172,-0.191699,0.042559
"Lithuania",1999,720.136,2324.326,479.775,3524.238,14.6,1.032462,6.68843,1.89786,9.12425,1.692916,2.196952,2.259439,1.083852,11.38369,14.65778,10.20778,10.05402,2.85285,8.51486,8.60059,10.29351,0.00504,2522.552,4.41615,5.64713,3.55644,3.77668,0.13239,1.74356,31.80091,3.33657,2.1785,1.158077,4.36427,3.60004,0.764235,-1.1131,-1.0277,-1.123212,-0.238157,2.5843,4.3494,NA,13.89,NA,0.084621,0.744567,0.744567,-0.240228,-0.821097,-0.240228,-0.184854
"Lithuania",2000,698.447,2317.443,483.646,3499.536,16.4,1.431202,8.12176,2.32083,10.92043,1.966123,2.343221,2.388988,1.617063,13.30942,18.07851,12.53709,12.27328,3.50715,10.57097,10.52519,12.49131,0.00517,2583.223,4.88027,6.57736,4.47322,4.34249,0.10464,1.67261,32.32194,4.81486,3.50736,1.307506,5.58719,4.82424,0.762952,-0.726157,-0.772334,-0.734441,-0.216404,3.8548,5.6811,NA,8.64,NA,0.084348,0.837735,0.837735,-0.306245,-0.603465,-0.306245,-0.044122
"Lithuania",2001,671.166,2307.117,492.535,3470.818,17.4,1.427871,8.93398,2.57403,11.82693,2.049337,2.602172,2.806779,1.962972,14.63371,20.45477,13.78946,13.50056,3.88973,11.74013,11.6321,13.68143,0.00576,2464.803,5.17135,7.21917,5.09298,4.7953,0.11926,1.72933,33.21742,6.02566,4.56875,1.456912,6.77334,5.93387,0.839478,-0.63921,-0.74768,-0.645693,-0.179081,4.781,6.7707,8.15,5.93,2.22,0.072359,1.398963,1.398963,0.190758,-0.204394,0.190758,-0.124599
"Lithuania",2002,640.425,2296.346,506.296,3443.067,13.8,1.475775,9.78362,2.84154,12.90355,2.143165,3.130646,3.139868,2.35943,16.04342,23.21743,15.26249,15.02397,4.36354,13.11933,13.02986,15.17302,0.00605,2513.452,5.79917,7.62826,5.48098,5.21203,0.11982,1.88342,34.38755,7.18323,5.45242,1.730815,8.0444,6.99598,1.048416,-0.771206,-0.861166,-0.718788,-0.147056,5.5366,7.9584,6.06,3.74,2.32,0.088916,1.585523,1.585523,0.316026,-0.407523,0.316026,-0.101441
"Lithuania",2003,612.175,2284.871,518.168,3415.213,12.4,1.544163,10.74014,3.1448,13.9993,2.203962,3.633963,3.590333,2.514205,17.58963,25.32916,16.51297,16.26034,4.76116,14.30901,14.46476,16.66872,0.00655,2546.156,6.44313,8.41425,6.21032,5.68749,0.1295,1.94069,36.01105,7.6959,5.86655,1.829357,8.66045,7.4977,1.162747,-1.119768,-0.964544,-1.067862,-0.406224,6.1582,8.5258,5.32,2.84,2.48,0.227167,1.849517,1.849517,0.542982,-0.484982,0.542982,-0.305276
"Lithuania",2004,586.275,2263.168,527.632,3377.075,10.9,1.652481,11.88887,3.52046,15.3843,2.338228,4.136516,4.175926,2.78745,19.56022,28.15562,18.17175,17.88233,5.29521,15.83352,15.89917,18.2374,0.00688,2648.952,7.30996,9.11744,6.77917,6.37367,0.24768,2.05787,38.15369,8.63481,6.40599,2.22881,9.91821,8.57571,1.342506,-1.349056,-1.283407,-1.219388,-0.355064,7.4779,9.9583,4.5,2.68,1.82,0.337684,1.413655,1.363516,0.116738,-1.292307,0.066599,0.457662
"Lithuania",2005,559.289,2229.708,533.531,3322.528,8.3,1.76301,13.58308,4.08821,17.4695,2.59175,5.051841,4.911381,3.57275,22.38087,33.82947,21.04224,20.72154,6.23673,18.45049,18.4106,21.00235,0.00787,2669.493,8.52002,10.46887,7.87712,7.25374,0.38662,2.40007,40.71705,11.30814,8.85993,2.44821,12.82712,11.15601,1.67111,-1.47909,-1.51898,-1.27512,-0.28081,9.4899,12.4977,3.7,2.43,1.27,0.43642,2.50411,2.41484,1.05621,-1.19757,0.96694,-0.02574
"Lithuania",2006,532.837,2198.566,538.507,3269.909,5.8,2.16332,15.50984,4.7432,20.11534,2.90982,6.43524,6.2429,3.97855,26.35824,39.94348,24.09389,23.61969,7.22335,21.18407,21.16936,24.07918,0.00907,2654.369,10.2773,11.42427,8.51445,8.75782,0.39656,2.77417,44.18251,13.3929,10.50917,2.88373,15.86431,13.82806,2.03625,-2.4567,-2.47141,-2.09813,-0.45949,11.2627,15.4295,4.08,3.11,0.97,0.66229,2.47737,2.32371,0.84528,-2.2942,0.69162,0.17125
"Lithuania",2007,509.144,2178.645,543.506,3231.294,4.3,2.33516,18.46061,5.71308,23.52744,3.38624,9.32476,8.29867,4.99174,31.82611,47.47659,28.51918,27.94726,8.64895,25.13294,25.65442,29.04066,0.01056,2751.195,12.3259,13.70792,10.32168,9.99133,0.44412,3.45096,48.88294,14.62439,11.53453,3.08985,18.43592,15.94217,2.49375,-4.33301,-3.81153,-3.72159,-1.0934,12.5096,17.8127,4.55,5.11,-0.56,0.73342,4.78322,4.53715,2.87008,-2.20234,2.62401,-1.49047
"Lithuania",2008,489.624,2161.764,546.843,3198.231,5.8,2.72468,21.26083,6.64769,27.36164,3.94185,9.11806,8.51332,4.81587,35.87495,55.16202,32.1775,31.58151,9.87468,28.23565,28.75443,32.69628,0.01186,2757.447,14.35507,14.88271,10.94086,11.39626,0.42756,3.88606,52.97644,18.68233,15.23594,3.44639,22.46575,19.60248,2.86326,-4.3022,-3.78342,-3.68313,-1.11477,16.0771,21.1439,5.61,6.04,-0.43,0.88609,4.66289,4.35613,2.39014,-1.36094,2.08338,-0.96201
"Lithuania",2009,475.857,2140.737,546.323,3162.916,13.8,2.33068,18.33539,5.79698,24.05522,3.98443,3.33215,4.81052,3.90697,28.86574,41.3771,27.96219,27.43762,8.67478,23.97776,22.95039,26.93482,0.01098,2452.584,11.97825,12.22656,8.24213,10.3374,0.44392,3.17394,53.77627,13.98973,11.05572,2.93401,14.44228,12.22305,2.21924,0.57482,-0.45255,1.73304,0.5028,11.797,13.1229,14,7.07,6.93,0.48855,4.5782,4.45606,2.18551,4.08999,2.06337,0.2122
